source,status,date,type,fromcountry,fromname,fromalterns,fromiso,fromfips,fromhasc,fromtype,fromcapitalname,fromcapital,tocountry,toname,toalterns,toiso,tofips,tohasc,totype,tocapitalname,tocapital,transfer_source,transfer_reference,transfer_geom
http://www.statoids.com/ung.html,Pending,1947-01-01,NewInfo,Nigeria,Yola,,,,,,,,Nigeria,Adamawa,,,,,,,,,,
http://www.statoids.com/ung.html,Pending,1947-01-01,NewInfo,Nigeria,Nupe,,,,,,,,Nigeria,Niger,,,,,,,,,,
http://www.statoids.com/ung.html,Pending,1947-01-01,Breakaway,Nigeria,Oyo,,,,,,,,Nigeria,Ibadan,,,,,,,,,,
"Historical Dictionary of Guilea by Camara and Janice, page 256. In mid 1990s, 30 prefectures replaced by 7 regions.",Pending,1995-01-01,FullTransfer,Guinea,Dalaba,,,,,Prefecture,,,Guinea,Mamou,,,,,Region,,,http://mapwarper.net/maps/wms/19978?request=GetCapabilities&service=WMS&version=1.1.1,...,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-12.641143798829, 10.446624755858], [-12.637023925782, 10.548248291015], [-12.613677978516, 10.655364990233], [-12.609558105469, 10.729522705077], [-12.591705322266, 10.76934814453], [-12.549133300782, 10.795440673827], [-12.442016601563, 10.865478515624], [-12.403564453126, 10.876464843749], [-12.378845214844, 10.912170410155], [-12.366485595704, 10.964355468749], [-12.293701171876, 11.006927490233], [-12.247009277344, 11.031646728515], [-12.214050292969, 11.034393310546], [-12.150878906251, 11.045379638671], [-12.113800048829, 11.067352294921], [-12.113800048829, 11.097564697265], [-12.124786376954, 11.116790771483], [-12.139892578126, 11.129150390624], [-12.131652832032, 11.200561523437], [-12.128906250001, 11.232147216796], [-12.135772705079, 11.260986328124], [-12.102813720704, 11.28433227539], [-12.064361572267, 11.508178710936], [-11.93801879883, 11.546630859374], [-11.756744384767, 11.420288085936], [-11.74026489258, 11.271972656249], [-11.712799072267, 11.233520507811], [-11.664878443669178, 11.1743244371901], [-11.685333251953, 11.153869628906], [-11.751251220703, 11.082458496094], [-11.747131347656, 11.024780273438], [-11.760864257813, 10.927276611329], [-11.771850585938, 10.883331298829], [-11.797943115235, 10.846252441407], [-11.88720703125, 10.807800292968], [-11.953125, 10.805053710937], [-12.016296386719, 10.774841308593], [-12.181091308594, 10.637512207031], [-12.222290039063, 10.610046386718], [-12.381591796875, 10.519409179687], [-12.56335348659546, 10.420509436751109], [-12.641143798829, 10.446624755858]]]]}"
https://en.m.wikipedia.org/wiki/Gold_Coast_(British_colony) | http://www.statoids.com/ugh.html,Pending,1957-03-06,FullTransfer,Ashanti,Wenchi Sunyani,,,,,District,,,Ghana,Ashanti,,,,,,,,http://mapwarper.net/maps/wms/19915?request=GetCapabilities&service=WMS&version=1.1.1,...,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-2.6531982421875, 9.4702148437501], [-2.1917724609375, 8.9318847656251], [-1.4227294921875, 9.2175292968751], [-0.7086181640625, 9.0087890625001], [-0.5885938168829573, 8.50868761591867], [-0.98670959472656, 8.2644653320313], [-1.0031890869141, 8.0392456054688], [-1.0485076904297, 7.9747009277345], [-1.1460113525391, 7.9115295410157], [-1.1748504638672, 7.8991699218751], [-1.1789703369141, 7.8456115722657], [-1.1473846435547, 7.8291320800782], [-1.1556243896484, 7.7632141113282], [-1.1309051513672, 7.694549560547], [-1.2119293212891, 7.683563232422], [-1.2476348876953, 7.6341247558595], [-1.3176727294922, 7.6107788085938], [-1.3918304443359, 7.5874328613282], [-1.4371490478516, 7.5448608398438], [-1.5113067626953, 7.4844360351563], [-1.5222930908203, 7.4047851562501], [-1.4186096191407, 7.3381805419924], [-1.4810538031697134, 7.378293693322262], [-1.4920806884766, 7.3697662353516], [-1.5621185302735, 7.4082183837891], [-1.5978240966797, 7.412338256836], [-1.6376495361328, 7.3258209228516], [-1.6692352294922, 7.3189544677735], [-1.7406463623047, 7.3189544677735], [-1.7955780029297, 7.3725128173829], [-1.8285369873047, 7.412338256836], [-1.8724822998047, 7.4617767333985], [-1.9466400146485, 7.4370574951173], [-2.0056915283203, 7.456283569336], [-2.0496368408203, 7.4439239501954], [-2.1114349365235, 7.4370574951173], [-2.1485137939453, 7.3999786376954], [-2.1553802490235, 7.3628997802735], [-2.1004486083985, 7.3368072509766], [-2.0661163330078, 7.3107147216798], [-1.9905853271485, 7.3120880126954], [-1.9452667236328, 7.280502319336], [-1.9109344482422, 7.2447967529298], [-1.8738555908203, 7.2681427001954], [-1.8408966064453, 7.2626495361329], [-1.8079376220703, 7.269515991211], [-1.8038177490235, 7.2461700439454], [-1.8354034423828, 7.1994781494141], [-1.8463897705078, 7.1527862548829], [-1.8985748291016, 7.126693725586], [-1.9562530517578, 7.1390533447266], [-2.0207977294922, 7.1610260009766], [-2.0455169677735, 7.1857452392579], [-2.061996459961, 7.1665191650391], [-2.061996459961, 7.0525360107423], [-2.127914428711, 7.0264434814454], [-2.2103118896485, 7.0484161376954], [-2.2803497314453, 7.0415496826173], [-2.3091888427735, 7.060775756836], [-2.3050689697266, 7.1019744873048], [-2.3860931396485, 7.1060943603516], [-2.4190521240235, 7.1472930908204], [-2.4726104736328, 7.170639038086], [-2.5399017333985, 7.1623992919923], [-2.589340209961, 7.1981048583985], [-2.6181793212891, 7.1747589111329], [-2.6648712158203, 7.1555328369141], [-2.6950836181641, 7.1143341064454], [-2.7349090576172, 7.0813751220704], [-2.7458953857422, 7.0539093017579], [-2.7939605712891, 7.005844116211], [-2.820053100586, 6.9385528564454], [-2.9752349853516, 6.8231964111329], [-3.043500537862703, 6.638044516912003], [-3.3673095703125, 6.7346191406251], [-3.4002685546875, 7.2509765625001], [-3.1805419921875, 8.0969238281251], [-2.8179931640625, 8.3166503906251], [-2.9608154296875, 9.0747070312501], [-2.6531982421875, 9.4702148437501]]]]}"
http://www.statoids.com/ung.html,NonActive,1962-06-01,FullTransfer,Northern Cameroons,Benue,,,,,,,,Nigeria,Bornu,,,,,,,,http://mapwarper.net/maps/wms/16406?request=GetCapabilities&service=WMS&version=1.1.1,"The United Nations' Trust Territory of  the Cameroons Under British Administration, The UNO's Political Map, 1959.  Retrieved from http://vibanflagbooksinternatinal.blogspot.no/2016/02/united-kingdom-trust-territory-of.html","{""type"": ""MultiPolygon"", ""coordinates"": [[[[10.865216320790871, 6.892100441836097], [10.850853351875, 6.8985179369012], [10.846000481396, 6.9413848337392], [10.813648137263, 6.9783457577834], [10.754621863597, 6.9957436131919], [10.685064304852, 7.0292251254107], [10.618741909274, 7.0329488697136], [10.568595706717, 6.9860378722335], [10.550801890202, 6.9407445820654], [10.523302374639, 6.9261860544468], [10.468303343513, 6.9261860544468], [10.390657625393, 6.9067745725299], [10.325952895217, 6.8922160449113], [10.253160026622, 6.9051570328559], [10.217572414548, 6.9342740880931], [10.207866694544, 6.9925083662058], [10.183602425967, 7.0378016563738], [10.070369095773, 7.1316236513342], [10.006456303525, 7.3015075619007], [10.190864836912, 7.6153253460909], [10.46909532335, 7.7512053842331], [10.595357046901434, 7.807651819931398], [10.586373503318, 7.7785274293269], [10.808391720055, 7.6338852848853], [10.861284504643, 7.601044485345], [10.914665912276, 7.5109462346877], [10.942165427839, 7.43006539531], [10.96319444943, 7.3621253762389], [11.010105446911, 7.2893324028696], [10.945872492155, 7.2212071437384], [10.950725362634, 7.1710608992721], [10.987930535337, 7.0998858008529], [10.986312911844, 7.0465043094004], [10.953960525802, 7.0448866020883], [10.962048643267, 6.9526824820782], [10.932931504211, 6.8976834509517], [10.86382887326, 6.8968409020449], [10.865216320790871, 6.892100441836097]]]]}"
http://www.statoids.com/ung.html,NonActive,1962-06-01,FullTransfer,Northern Cameroons,Benue,,,,,,,,Nigeria,Benue,,,,,,,,http://mapwarper.net/maps/wms/16406?request=GetCapabilities&service=WMS&version=1.1.1,"The United Nations' Trust Territory of  the Cameroons Under British Administration, The UNO's Political Map, 1959.  Retrieved from http://vibanflagbooksinternatinal.blogspot.no/2016/02/united-kingdom-trust-territory-of.html","{""type"": ""MultiPolygon"", ""coordinates"": [[[[10.865216320790871, 6.892100441836097], [10.850853351875, 6.8985179369012], [10.846000481396, 6.9413848337392], [10.813648137263, 6.9783457577834], [10.754621863597, 6.9957436131919], [10.685064304852, 7.0292251254107], [10.618741909274, 7.0329488697136], [10.568595706717, 6.9860378722335], [10.550801890202, 6.9407445820654], [10.523302374639, 6.9261860544468], [10.468303343513, 6.9261860544468], [10.390657625393, 6.9067745725299], [10.325952895217, 6.8922160449113], [10.253160026622, 6.9051570328559], [10.217572414548, 6.9342740880931], [10.207866694544, 6.9925083662058], [10.183602425967, 7.0378016563738], [10.070369095773, 7.1316236513342], [10.006456303525, 7.3015075619007], [10.190864836912, 7.6153253460909], [10.46909532335, 7.7512053842331], [10.595357046901434, 7.807651819931398], [10.586373503318, 7.7785274293269], [10.808391720055, 7.6338852848853], [10.861284504643, 7.601044485345], [10.914665912276, 7.5109462346877], [10.942165427839, 7.43006539531], [10.96319444943, 7.3621253762389], [11.010105446911, 7.2893324028696], [10.945872492155, 7.2212071437384], [10.950725362634, 7.1710608992721], [10.987930535337, 7.0998858008529], [10.986312911844, 7.0465043094004], [10.953960525802, 7.0448866020883], [10.962048643267, 6.9526824820782], [10.932931504211, 6.8976834509517], [10.86382887326, 6.8968409020449], [10.865216320790871, 6.892100441836097]]]]}"
http://www.statoids.com/ulr.html,Pending,2000-06-01,Breakaway,Liberia,Grand Gedeh,,,LI02,,,,,Liberia,River Gee,,,,,,,,,,
"Historical Dictionary of Guilea by Camara and Janice, page 256. In mid 1990s, 30 prefectures replaced by 7 regions.",Pending,1995-01-01,FullTransfer,Guinea,Boffa,,,,,Prefecture,,,Guinea,Boké,,,,,Region,,,http://mapwarper.net/maps/wms/19978?request=GetCapabilities&service=WMS&version=1.1.1,...,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-14.023144936367679, 10.820703381064698], [-13.941650390626, 10.814666748047], [-13.713684082033, 10.853118896484], [-13.625793457033, 10.851058959961], [-13.535156250001, 10.829086303711], [-13.580474853517, 10.728149414062], [-13.646392822267, 10.673217773437], [-13.616180419923, 10.658111572266], [-13.607940673829, 10.611419677734], [-13.649139404298, 10.537261962891], [-13.699951171876, 10.533142089844], [-13.778228759767, 10.432891845703], [-13.780975341798, 10.408172607422], [-13.841400146486, 10.331268310547], [-13.807754516601, 10.233078002929], [-13.718490600587, 10.12596130371], [-13.630599975587, 10.076522827148], [-13.553695678712, 9.9996185302726], [-13.57292175293, 9.8540496826163], [-13.663558959962, 9.7743988037101], [-13.828353881837, 9.7002410888663], [-14.055633544923, 9.7943115234378], [-14.316558837891, 9.8190307617191], [-14.64340209961, 10.1513671875], [-14.749342790290946, 10.291360243043023], [-14.565124511719, 10.439758300782], [-14.52392578125, 10.533142089844], [-14.482727050781, 10.5908203125], [-14.386596679688, 10.596313476563], [-14.315185546875, 10.588073730469], [-14.1943359375, 10.621032714844], [-14.142150878906, 10.681457519532], [-14.120178222656, 10.725402832032], [-14.023144936367679, 10.820703381064698]]]]}"
"Historical Dictionary of Guilea by Camara and Janice, page 256. In mid 1990s, 30 prefectures replaced by 7 regions.",Pending,1995-01-01,FullTransfer,Guinea,Pita,,,,,Prefecture,,,Guinea,Mamou,,,,,Region,,,http://mapwarper.net/maps/wms/19978?request=GetCapabilities&service=WMS&version=1.1.1,...,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-12.6173323465523, 10.438630911165133], [-12.667236328126, 10.39306640625], [-12.777099609376, 10.39306640625], [-12.908935546876, 10.34912109375], [-13.029785156251, 10.30517578125], [-13.200073242188, 10.376586914063], [-13.205566406251, 10.7666015625], [-13.084716796876, 11.068725585938], [-12.848510742188, 11.44775390625], [-12.491455078126, 11.585083007813], [-12.337646484376, 11.365356445313], [-12.216796875001, 11.513671875], [-12.070222920198358, 11.474057292621005], [-12.102813720704, 11.28433227539], [-12.135772705079, 11.260986328124], [-12.128906250001, 11.232147216796], [-12.131652832032, 11.200561523437], [-12.139892578126, 11.129150390624], [-12.124786376954, 11.116790771483], [-12.113800048829, 11.097564697265], [-12.113800048829, 11.067352294921], [-12.150878906251, 11.045379638671], [-12.214050292969, 11.034393310546], [-12.247009277344, 11.031646728515], [-12.293701171876, 11.006927490233], [-12.366485595704, 10.964355468749], [-12.378845214844, 10.912170410155], [-12.403564453126, 10.876464843749], [-12.442016601563, 10.865478515624], [-12.549133300782, 10.795440673827], [-12.591705322266, 10.76934814453], [-12.609558105469, 10.729522705077], [-12.613677978516, 10.655364990233], [-12.637023925782, 10.548248291015], [-12.641143798829, 10.446624755858], [-12.6173323465523, 10.438630911165133]]]]}"
"Historical Dictionary of Guilea by Camara and Janice, page 256. In mid 1990s, 30 prefectures replaced by 7 regions.",Pending,1995-01-01,FullTransfer,Guinea,Tougué,,,,,Prefecture,,,Guinea,Labé,,,,,Region,,,http://mapwarper.net/maps/wms/19978?request=GetCapabilities&service=WMS&version=1.1.1,...,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-11.226787361416774, 12.328071535461202], [-11.101684570313, 12.29232788086], [-10.953369140626, 11.98471069336], [-10.89569091797, 11.80892944336], [-10.997314453126, 11.591949462891], [-10.920410156251, 11.471099853516], [-11.074218750001, 11.350250244141], [-11.148376464845, 11.229400634766], [-11.326904296876, 11.168975830079], [-11.450500488282, 11.001434326173], [-11.648254394532, 10.883331298829], [-11.878967285157, 10.869598388673], [-11.997070312501, 10.921783447266], [-12.041015625001, 11.097564697266], [-12.105563157809405, 11.184972814611081], [-12.052001953123, 11.219787597657], [-12.043762207029, 11.302185058595], [-12.043762207029, 11.311260720960984], [-11.942138671877, 11.359863281251], [-11.835021972658, 11.428527832032], [-11.725158691408, 11.477966308595], [-11.64276123047, 11.519165039063], [-11.587829589845, 11.541137695313], [-11.538391113283, 11.563110351563], [-11.51092529297, 11.604309082032], [-11.477966308595, 11.661987304688], [-11.442260742189, 11.678466796876], [-11.373596191408, 11.68670654297], [-11.324157714845, 11.68670654297], [-11.302185058595, 11.722412109376], [-11.318664550783, 11.810302734376], [-11.318664550783, 11.881713867188], [-11.304931640627, 12.052001953126], [-11.263732910158, 12.227783203126], [-11.298413919693347, 12.261076972280055], [-11.22528076172, 12.310180664062], [-11.226787361416774, 12.328071535461202]]]]}"
"Historical Dictionary of Guilea by Camara and Janice, page 256. In mid 1990s, 30 prefectures replaced by 7 regions.",Pending,1995-01-01,FullTransfer,Guinea,Yomou,,,,,Prefecture,,,Guinea,Nzérékoré,,,,,Region,,,http://mapwarper.net/maps/wms/19978?request=GetCapabilities&service=WMS&version=1.1.1,...,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-8.692007691320725, 7.492427965150491], [-8.7128448486329, 7.3477935791017], [-8.7279510498047, 7.2599029541017], [-8.8364410400391, 7.1775054931642], [-9.0300750732422, 7.0800018310549], [-9.2168426513672, 7.130813598633], [-9.3047332763672, 7.2653961181642], [-9.4173431396485, 7.2585296630861], [-9.6370697021485, 7.1953582763674], [-9.6302032470704, 7.3670196533205], [-9.4942474365235, 7.7227020263674], [-9.4001770019531, 7.7295684814455], [-9.3150329589844, 7.7556610107424], [-9.3081665039063, 7.8147125244143], [-9.2099761962891, 7.8723907470705], [-9.148178100586, 7.9630279541017], [-9.0904998779297, 8.0220794677736], [-9.060775355288898, 8.037890384071906], [-9.0087890625, 8.0255126953127], [-8.9813232421875, 7.9678344726564], [-9.0115356445313, 7.9074096679689], [-9.0554809570313, 7.8607177734377], [-9.0252685546875, 7.8140258789064], [-8.975830078125, 7.8085327148439], [-8.931884765625, 7.7755737304689], [-8.9154052734375, 7.6959228515627], [-8.865966796875, 7.6464843750002], [-8.8027954101563, 7.6300048828127], [-8.7725830078125, 7.6052856445314], [-8.72314453125, 7.5585937500002], [-8.692007691320725, 7.492427965150491]]]]}"
http://www.statoids.com/ugh.html,Pending,1957-03-06,NewInfo,Gold Coast,Western,,,,,Province,,,Ghana,Western,,,,,Region,,,,,
http://www.statoids.com/ung.html,NonActive,1962-06-01,FullTransfer,Northern Cameroons,Adamawa,,,,,,?,,Nigeria,Adamawa,,,,,,,,http://mapwarper.net/maps/wms/16406?request=GetCapabilities&service=WMS&version=1.1.1,"The United Nations' Trust Territory of  the Cameroons Under British Administration, The UNO's Political Map, 1959.  Retrieved from http://vibanflagbooksinternatinal.blogspot.no/2016/02/united-kingdom-trust-territory-of.html","{""type"": ""MultiPolygon"", ""coordinates"": [[[[11.598210954106, 6.2262199167157], [11.371761183253, 6.4665542263533], [11.258527874014, 6.5280237514521], [11.173569071105, 6.5329772047694], [11.161470715886, 6.6121398378159], [11.104854061267, 6.6169926244761], [11.10161881428, 6.7318438086654], [11.059560771098, 6.7750308942045], [10.998091246, 6.790078086778], [10.928533603435, 6.8094894010569], [10.883240271358, 6.8305184226478], [10.86382887326, 6.8968409020449], [10.932931504211, 6.8976834509517], [10.962048643267, 6.9526824820782], [10.953960525802, 7.0448866020883], [10.986312911844, 7.0465043094004], [10.987930535337, 7.0998858008529], [10.950725362634, 7.1710608992721], [10.945872492155, 7.2212071437384], [11.010105446911, 7.2893324028696], [10.96319444943, 7.3621253762389], [10.942165427839, 7.43006539531], [10.914665912276, 7.5109462346877], [10.861284504643, 7.601044485345], [10.808391720055, 7.6338852848853], [10.586373503318, 7.7785274293269], [10.752179408444, 8.3160654176022], [11.69878981076, 9.1001384798433], [12.387592149896, 9.9117789510633], [12.668585898353, 10.602771649137], [12.775348713619, 10.942471744492], [13.019802818772517, 11.05340036213034], [13.049702632707, 10.957177709788], [13.27131644357, 10.966883450747], [13.365138312802, 10.910266879946], [13.478371663951, 10.913502126932], [13.564105415717, 10.968012660742], [13.735573086888, 10.979824438691], [14.379385309294, 10.896837394685], [14.471086516374166, 10.94237493757904], [14.536868361754, 10.794864082708], [14.045112160964, 10.290166558697], [13.954525580628, 9.8501743096853], [13.583484208209, 8.9420500863339], [13.1474685017, 8.1477319914843], [12.565833488477, 7.0103432703758], [11.598210954106, 6.2262199167157]]]]}"
http://www.statoids.com/ung.html,Pending,1962-06-01,FullTransfer,Northern Cameroons,Benue,,,,,,,,Nigeria,Benue,,,,,,,,http://mapwarper.net/maps/wms/16406?request=GetCapabilities&service=WMS&version=1.1.1,"The United Nations' Trust Territory of  the Cameroons Under British Administration, The UNO's Political Map, 1959.  Retrieved from http://vibanflagbooksinternatinal.blogspot.no/2016/02/united-kingdom-trust-territory-of.html","{""type"": ""MultiPolygon"", ""coordinates"": [[[[10.096166571601, 6.9691654108465], [10.177047494798, 7.0500460825861], [10.215870374813, 7.1050454489887], [10.256799459457, 7.1244565956295], [10.297239962964, 7.2883248142899], [10.430373335256, 7.2910713963211], [10.5047838483, 7.376805189997], [10.598605759441, 7.4382747150958], [10.643899049609, 7.4463625811041], [10.815366636961, 7.6226832903922], [10.9047064092, 7.7191506139935], [11.081835678778, 7.3705536313356], [11.19911304675, 7.0688681490719], [11.095585478469, 6.8521067686379], [10.917647397145, 6.7550496943295], [10.68353078328, 6.8196869082749], [10.172363100573, 6.8132160790265], [10.096166571601, 6.9691654108465]]]]}"
http://www.statoids.com/ung.html,Pending,1962-06-01,FullTransfer,Northern Cameroons,Bornu,,,,,,?,,Nigeria,Bornu,,,,,,,,http://mapwarper.net/maps/wms/16406?request=GetCapabilities&service=WMS&version=1.1.1,"The United Nations' Trust Territory of  the Cameroons Under British Administration, The UNO's Political Map, 1959.  Retrieved from http://vibanflagbooksinternatinal.blogspot.no/2016/02/united-kingdom-trust-territory-of.html","{""type"": ""MultiPolygon"", ""coordinates"": [[[[14.379385309294, 10.896837394685], [14.087556819432, 10.815678167589], [13.671828671359, 10.854989964016], [13.466391074471, 10.876019153245], [13.31595250871, 10.872294906028], [13.32080537919, 11.108956265696], [13.322423002683, 11.270717609175], [13.447013424011, 11.530952233322], [13.665358145954, 11.521785784014], [13.637959799963, 11.616046655424], [13.70913506602, 11.696927327164], [13.702664572047, 11.722809303053], [13.841779773357, 11.91692345167], [13.822368375259, 12.127214002855], [13.912955039414, 12.130448746927], [14.145892151865, 12.661027911551], [14.171773960116, 12.754849571236], [14.884133124725, 12.544668680056], [15.246479446069, 11.774681573733], [15.013542333619, 11.211750945076], [14.379385309294, 10.896837394685]]]]}"
http://www.statoids.com/ung.html,Pending,1967-05-27,FullTransfer,Nigeria,Bornu,,,,,Province,Maiduguri,,Nigeria,North-Eastern,,,,,,,,http://mapwarper.net/maps/wms/16160?request=GetCapabilities&service=WMS&version=1.1.1,"West Africa. Pergamon World Atlas. Pergamon Press, Ltd. & P.W.N. Poland 1967. Sluzba Topograficzna W.P. National and administrative boundaries. Retrieved from the David Rumsey Map Collection. http://rumsey.georeferencer.com/map/xPGE0sobt4TCn4fARcsEID/201306170401-BpaT2W/# is_map","{""type"": ""MultiPolygon"", ""coordinates"": [[[[10.090867729331519, 12.557682987641975], [9.5277758454893, 12.546181028102], [9.0036673424755, 13.014313337717], [10.375104867852, 13.675515075538], [12.350588268599, 13.590219152484], [13.652131031266, 14.138221276317], [14.398999172262, 13.137420696531], [14.711941047571, 12.568760198865], [15.028994414023, 12.125532870505], [14.944878160021, 11.468779241059], [14.338035075924, 11.056691353533], [14.337734725169748, 11.05665323465324], [13.580989628098, 10.960611273859], [13.474226645193, 10.886200760815], [13.32864103373, 10.89914174876], [13.25537632685, 10.877371599291], [13.200377295724, 10.828842391584], [13.11626120936, 10.848254208777], [13.113025962374, 10.900018160556], [13.025674461386, 10.896782745931], [13.008521064184, 10.81512658051], [12.972933347336, 10.747186561439], [12.992344829253, 10.624247511242], [12.956757280043, 10.58218946806], [12.814406747929, 10.586402212594], [12.572741224429, 10.415911955152], [12.511271699331, 10.354442430053], [12.288040327838, 10.360912924025], [12.252452610991, 10.276796837661], [12.164123947731, 10.19396083555], [12.106866999528, 10.052284543727], [11.854518405161, 10.017673989151], [11.842030008993966, 10.009122163731071], [11.815005296375, 10.088205040451], [11.598244418856, 10.217613578793], [11.491481435951, 10.398787410017], [11.565790863242, 10.484183580633], [11.70490614837, 10.565064922925], [11.67942851549, 10.646046848055], [11.495019940194, 10.732422024962], [11.475608625915, 11.001923010703], [11.357320190873, 11.144475714322], [11.169676452409, 11.251239032503], [11.005016227718, 11.236309857126], [10.817372489255, 11.321402938124], [10.937076376285, 11.423953847047], [11.050107430201, 11.6884002099], [11.015699298587, 11.784008220788], [10.993052737322, 11.902734861728], [10.94991611084, 12.000296861883], [10.907858067658, 12.284998596665], [10.852757950779, 12.329078019615], [10.785963737871, 12.510554940458], [10.620966644492, 12.610847429391], [10.462439961266, 12.694963515755], [10.284501879942, 12.701434345003], [10.15497429762, 12.658811445366], [10.090867729331519, 12.557682987641975]]]]}"
http://www.statoids.com/ulr.html,Pending,1985-04-18,Breakaway,Liberia,Grand Bassa,,,,,,,,Liberia,Rivercess,,,,,,,,,,
"Historical Dictionary of Guilea by Camara and Janice, page 256. In mid 1990s, 30 prefectures replaced by 7 regions.",Pending,1995-01-01,FullTransfer,Guinea,Fria,,,,,Prefecture,,,Guinea,Boké,,,,,Region,,,http://mapwarper.net/maps/wms/19978?request=GetCapabilities&service=WMS&version=1.1.1,...,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-13.54876637622886, 10.79877284074903], [-13.484344482422, 10.811920166016], [-13.325042724609, 10.803680419922], [-13.149261474609, 10.696563720703], [-13.014678955078, 10.581207275391], [-13.025665283203, 10.427398681641], [-13.198699951172, 10.287322998047], [-13.368988037109, 10.152740478516], [-13.566741943359, 10.144500732422], [-13.764618689861948, 10.181315010841075], [-13.807754516601, 10.233078002929], [-13.841400146486, 10.331268310547], [-13.780975341798, 10.408172607422], [-13.778228759767, 10.432891845703], [-13.699951171876, 10.533142089844], [-13.649139404298, 10.537261962891], [-13.607940673829, 10.611419677734], [-13.616180419923, 10.658111572266], [-13.646392822267, 10.673217773437], [-13.580474853517, 10.728149414062], [-13.54876637622886, 10.79877284074903]]]]}"
"Historical Dictionary of Guilea by Camara and Janice, page 256. In mid 1990s, 30 prefectures replaced by 7 regions.",Pending,1995-01-01,FullTransfer,Guinea,Faranah,,,,,Prefecture,,,Guinea,Faranah,,,,,Region,,,http://mapwarper.net/maps/wms/19978?request=GetCapabilities&service=WMS&version=1.1.1,...,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-10.914916992189, 8.8714599609376], [-10.590820312504, 8.8742065429696], [-10.475463867192, 9.0170288085946], [-10.475463867189, 9.1186523437501], [-10.445251464845, 9.2147827148439], [-10.415039062501, 9.2752075195314], [-10.357360839845, 9.3218994140626], [-10.343627929689, 9.4235229492189], [-10.354614257814, 9.4509887695314], [-10.340881347658, 9.4894409179689], [-10.387573242189, 9.5663452148439], [-10.379333496095, 9.6377563476564], [-10.338134765629, 9.6624755859387], [-10.29693603516, 9.7064208984387], [-10.200805664065, 9.7998046875001], [-10.090942382815, 10.046997070313], [-10.003051757815, 10.310668945313], [-9.97009277344, 10.541381835938], [-9.99206542969, 10.684204101563], [-10.118408203128, 10.750122070313], [-10.283203125003, 10.772094726563], [-10.40954589844, 10.777587890625], [-10.508422851565, 10.739135742188], [-10.566101074222, 10.682830810548], [-10.622406005863, 10.647125244141], [-10.695190429691, 10.633392333985], [-10.733642578128, 10.641632080079], [-10.773468017582, 10.66635131836], [-10.805053710941, 10.68832397461], [-10.916290283207, 10.689697265626], [-10.961608886722, 10.647125244141], [-11.030273437503, 10.60043334961], [-11.096191406253, 10.54412841797], [-11.171722412113, 10.505676269532], [-11.28570556641, 10.447998046876], [-11.355743408207, 10.423278808595], [-11.357116699222, 10.36834716797], [-11.335144042972, 10.323028564454], [-11.339263916019, 10.281829833985], [-11.352996826175, 10.167846679688], [-11.38595581055, 10.132141113282], [-11.477966308598, 9.9316406250012], [-11.543884277348, 9.8547363281262], [-11.318664550785, 9.7943115234387], [-11.137390136723, 9.5745849609387], [-10.983581542973, 9.3273925781262], [-10.914916992189, 8.8714599609376]]]]}"
http://www.statoids.com/ugh.html,Pending,1957-03-06,NewInfo,Gold Coast,Eastern,,,,,Province,,,Ghana,Eastern,,,,,Region,,,,,
